,City,Name,Score,Link,Pets,Price
5,Paris,Hotel Lutetia,8.9,https://www.booking.com/hotel/fr/hotelelyseesceramic.en-gb.html,Pets are not allowed.,660
6,Paris,Pullman Paris Tour Eiffel,8.3,https://www.booking.com/hotel/fr/four-seasons-george-v-paris.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",266
7,Paris,Hyatt Regency Paris Etoile,8.4,https://www.booking.com/hotel/fr/hoteldecastiglione.en-gb.html,Pets are allowed. Charges may be applicable.,241
8,Paris,Montfleuri,8.4,https://www.booking.com/hotel/fr/alfred-sommier.en-gb.html,"Free!
Pets are allowed. No extra charges.",158
9,Paris,Four Seasons Hotel George V Paris,9.4,https://www.booking.com/hotel/fr/apartments-du-louvre.en-gb.html,Pets are not allowed.,945
10,Paris,Hotel Aida Opera,8.3,https://www.booking.com/hotel/fr/sthonore.en-gb.html,Pets are not allowed.,101
11,Paris,La Clef Tour Eiffel Paris by The Crest Collection,8.4,https://www.booking.com/hotel/fr/ascott-arc-de-triomphe-paris.en-gb.html,Pets are allowed. Charges may be applicable.,348
12,Paris,Hôtel Alfred Sommier,9.0,https://www.booking.com/hotel/fr/citadines-aparthotel-saint-germain-des-pres.en-gb.html,Pets are allowed. Charges may be applicable.,396
13,Paris,L'Empire Paris,8.4,https://www.booking.com/hotel/fr/residence-charles-floquet.en-gb.html,Pets are not allowed.,265
14,Paris,Hôtel De Castiglione,7.5,https://www.booking.com/hotel/fr/le-damantin-amp-spa.en-gb.html,Pets are allowed on request. Charges may be applicable.,164
15,Paris,Hôtel Du Bois Champs-Elysées,8.4,https://www.booking.com/hotel/fr/opera-diamond.en-gb.html,Pets are allowed on request. Charges may be applicable.,127
16,Paris,citizenM Paris Gare de Lyon,8.7,https://www.booking.com/hotel/fr/maison-albar-paris-celine.en-gb.html,Pets are allowed. Charges may be applicable.,155
17,Paris,Hôtel Plaza Athénée - Dorchester Collection,9.2,https://www.booking.com/hotel/fr/du-louvre.en-gb.html,Pets are not allowed.,1
18,Paris,Les Jardins du Faubourg Hotel & Spa by Shiseido,9.1,https://www.booking.com/hotel/fr/les-jardins-du-faubourg.en-gb.html,Pets are allowed on request. Charges may be applicable.,568
19,Paris,Hotel Monge,9.4,https://www.booking.com/hotel/fr/gtcayre.en-gb.html,Pets are allowed. Charges may be applicable.,186
20,Paris,Maison Albar Hotels Le Pont-Neuf,9.0,https://www.booking.com/hotel/fr/ha-tel-plaza-atha-c-na-c-e-paris.en-gb.html,Pets are allowed on request. Charges may be applicable.,368
21,Paris,Hôtel Concorde Montparnasse,7.8,https://www.booking.com/hotel/fr/hotelparismontparn.en-gb.html,Pets are allowed. Charges may be applicable.,155
22,Paris,Maison Albar Hotels Le Diamond,8.6,https://www.booking.com/hotel/fr/corona.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",208
23,Paris,Hotel du Louvre in the Unbound Collection by Hyatt,8.9,https://www.booking.com/hotel/fr/hotelterminuslyon.en-gb.html,Pets are not allowed.,428
24,Paris,Secret de Paris - Hotel & Spa,8.9,https://www.booking.com/hotel/fr/terminus-vaugirard.en-gb.html,Pets are not allowed.,251
25,Paris,Le Damantin Hôtel & Spa,9.0,https://www.booking.com/hotel/fr/tour-eiffel.en-gb.html,Pets are allowed on request. Charges may be applicable.,558
26,Paris,Secret de Paris - Hotel & Spa,8.9,https://www.booking.com/hotel/fr/hyatt-regency-paris-etoile.en-gb.html,Pets are allowed on request. Charges may be applicable.,251
27,Paris,Sofitel Paris Arc De Triomphe,8.7,https://www.booking.com/hotel/fr/elyseesunion.en-gb.html,Pets are not allowed.,323
28,Paris,Hotel Prelude Opera,9.0,https://www.booking.com/hotel/fr/citizenm-paris-gare-de-lyon.en-gb.html,Pets are not allowed.,93
29,Paris,Citadines Place d'Italie Paris,8.1,https://www.booking.com/hotel/fr/lutetia-paris12.en-gb.html,Pets are allowed on request. Charges may be applicable.,137
30,Paris,K+K Hôtel Cayré Saint Germain des Prés,8.3,https://www.booking.com/hotel/fr/hotelelyseesceramic.en-gb.html,Pets are not allowed.,185
31,Paris,Maison Bréguet,8.7,https://www.booking.com/hotel/fr/four-seasons-george-v-paris.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",228
32,Paris,La Villa Haussmann,9.0,https://www.booking.com/hotel/fr/hoteldecastiglione.en-gb.html,Pets are allowed. Charges may be applicable.,316
33,Paris,Hôtel Opéra Liège,8.4,https://www.booking.com/hotel/fr/alfred-sommier.en-gb.html,"Free!
Pets are allowed. No extra charges.",115
34,Paris,Palym,8.5,https://www.booking.com/hotel/fr/apartments-du-louvre.en-gb.html,Pets are not allowed.,89
35,Paris,Ritz Paris,9.6,https://www.booking.com/hotel/fr/sthonore.en-gb.html,Pets are not allowed.,1
36,Paris,Brach Paris,9.2,https://www.booking.com/hotel/fr/ascott-arc-de-triomphe-paris.en-gb.html,Pets are allowed. Charges may be applicable.,438
37,Paris,Novotel Paris Les Halles,8.8,https://www.booking.com/hotel/fr/citadines-aparthotel-saint-germain-des-pres.en-gb.html,Pets are allowed. Charges may be applicable.,311
38,Paris,Hyatt Paris Madeleine,8.0,https://www.booking.com/hotel/fr/residence-charles-floquet.en-gb.html,Pets are not allowed.,408
39,Paris,Le Meurice – Dorchester Collection,9.3,https://www.booking.com/hotel/fr/le-damantin-amp-spa.en-gb.html,Pets are allowed on request. Charges may be applicable.,960
40,Paris,Generator Paris,7.8,https://www.booking.com/hotel/fr/opera-diamond.en-gb.html,Pets are allowed on request. Charges may be applicable.,74
41,Paris,Résidence du Pré,8.4,https://www.booking.com/hotel/fr/maison-albar-paris-celine.en-gb.html,Pets are allowed. Charges may be applicable.,97
42,Paris,Hôtel Baume,9.1,https://www.booking.com/hotel/fr/du-louvre.en-gb.html,Pets are not allowed.,180
43,Paris,Citadines Austerlitz Paris,8.2,https://www.booking.com/hotel/fr/les-jardins-du-faubourg.en-gb.html,Pets are allowed on request. Charges may be applicable.,114
44,Paris,Holiday Inn Paris Notre Dame,8.1,https://www.booking.com/hotel/fr/gtcayre.en-gb.html,Pets are allowed. Charges may be applicable.,166
45,Paris,Hôtel Gramont,8.9,https://www.booking.com/hotel/fr/ha-tel-plaza-atha-c-na-c-e-paris.en-gb.html,Pets are allowed on request. Charges may be applicable.,104
46,Paris,Hôtel Paris Vaugirard,8.3,https://www.booking.com/hotel/fr/hotelparismontparn.en-gb.html,Pets are allowed. Charges may be applicable.,213
47,Paris,Hôtel Galileo Champs Elysées,8.7,https://www.booking.com/hotel/fr/corona.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",162
48,Paris,Rayz Eiffel,9.0,https://www.booking.com/hotel/fr/hotelterminuslyon.en-gb.html,Pets are not allowed.,267
49,Paris,Monsieur George Hotel & Spa - Champs-Elysées,9.5,https://www.booking.com/hotel/fr/terminus-vaugirard.en-gb.html,Pets are not allowed.,322
50,Paris,Hôtel Paris Vaugirard,8.3,https://www.booking.com/hotel/fr/tour-eiffel.en-gb.html,Pets are allowed on request. Charges may be applicable.,213
51,Paris,Hôtel Galileo Champs Elysées,8.7,https://www.booking.com/hotel/fr/hyatt-regency-paris-etoile.en-gb.html,Pets are allowed on request. Charges may be applicable.,162
52,Paris,Rayz Eiffel,9.0,https://www.booking.com/hotel/fr/elyseesunion.en-gb.html,Pets are not allowed.,267
53,Paris,Monsieur George Hotel & Spa - Champs-Elysées,9.5,https://www.booking.com/hotel/fr/citizenm-paris-gare-de-lyon.en-gb.html,Pets are not allowed.,322
54,Paris,Novotel Paris Porte Versailles,8.9,https://www.booking.com/hotel/fr/lutetia-paris12.en-gb.html,Pets are allowed on request. Charges may be applicable.,194
55,Paris,Hotel Brady - Gare de l'Est,7.9,https://www.booking.com/hotel/fr/hotelelyseesceramic.en-gb.html,Pets are not allowed.,83
56,Paris,Le Parisis - Paris Tour Eiffel,8.7,https://www.booking.com/hotel/fr/four-seasons-george-v-paris.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",185
57,Paris,Hotel Opéra Marigny,8.6,https://www.booking.com/hotel/fr/hoteldecastiglione.en-gb.html,Pets are allowed. Charges may be applicable.,155
58,Paris,Le Bristol Paris - an Oetker Collection Hotel,9.5,https://www.booking.com/hotel/fr/alfred-sommier.en-gb.html,"Free!
Pets are allowed. No extra charges.",1
59,Paris,Hotel Terminus Lyon,8.0,https://www.booking.com/hotel/fr/apartments-du-louvre.en-gb.html,Pets are not allowed.,149
60,Paris,Hotel OFF Paris Seine,8.6,https://www.booking.com/hotel/fr/sthonore.en-gb.html,Pets are not allowed.,165
61,Paris,Hotel Louvre Saint-Honoré,7.9,https://www.booking.com/hotel/fr/ascott-arc-de-triomphe-paris.en-gb.html,Pets are allowed. Charges may be applicable.,155
62,Paris,Hôtel Montecristo,9.0,https://www.booking.com/hotel/fr/citadines-aparthotel-saint-germain-des-pres.en-gb.html,Pets are allowed. Charges may be applicable.,256
63,Paris,Hotel de Crillon,9.5,https://www.booking.com/hotel/fr/residence-charles-floquet.en-gb.html,Pets are not allowed.,980
64,Paris,Hôtel De Sers Champs Elysées Paris,8.6,https://www.booking.com/hotel/fr/le-damantin-amp-spa.en-gb.html,Pets are allowed on request. Charges may be applicable.,369
65,Paris,Hôtel Les Dames du Panthéon,8.8,https://www.booking.com/hotel/fr/opera-diamond.en-gb.html,Pets are allowed on request. Charges may be applicable.,202
66,Paris,Hôtel de Sévigné,8.7,https://www.booking.com/hotel/fr/maison-albar-paris-celine.en-gb.html,Pets are allowed. Charges may be applicable.,134
67,Paris,Hôtel L'Interlude,8.2,https://www.booking.com/hotel/fr/du-louvre.en-gb.html,Pets are not allowed.,75
68,Paris,Hotel Paris Louis Blanc,7.5,https://www.booking.com/hotel/fr/les-jardins-du-faubourg.en-gb.html,Pets are allowed on request. Charges may be applicable.,103
69,Paris,Exe Panorama,8.4,https://www.booking.com/hotel/fr/gtcayre.en-gb.html,Pets are allowed. Charges may be applicable.,103
70,Paris,Hotel Britannique,8.8,https://www.booking.com/hotel/fr/ha-tel-plaza-atha-c-na-c-e-paris.en-gb.html,Pets are allowed on request. Charges may be applicable.,197
71,Paris,Hôtel Lucien & Marinette,8.5,https://www.booking.com/hotel/fr/hotelparismontparn.en-gb.html,Pets are allowed. Charges may be applicable.,99
72,Paris,Hotel de L'Universite,8.7,https://www.booking.com/hotel/fr/corona.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",119
73,Paris,"Mandarin Oriental, Paris",8.9,https://www.booking.com/hotel/fr/hotelterminuslyon.en-gb.html,Pets are not allowed.,741
74,Paris,Majestic Hotel Spa - Champs Elysées,8.3,https://www.booking.com/hotel/fr/terminus-vaugirard.en-gb.html,Pets are not allowed.,316
75,Paris,Hotel Marais Grands Boulevards,8.3,https://www.booking.com/hotel/fr/tour-eiffel.en-gb.html,Pets are allowed on request. Charges may be applicable.,155
76,Paris,The ReMIX Hotel,8.6,https://www.booking.com/hotel/fr/hyatt-regency-paris-etoile.en-gb.html,Pets are allowed on request. Charges may be applicable.,161
77,Paris,Sofitel Paris Le Faubourg,8.5,https://www.booking.com/hotel/fr/elyseesunion.en-gb.html,Pets are not allowed.,431
78,Paris,Hôtel Vendome Saint-Germain,8.6,https://www.booking.com/hotel/fr/citizenm-paris-gare-de-lyon.en-gb.html,Pets are not allowed.,114
79,Paris,Hôtel Le Relais Saint Charles,8.4,https://www.booking.com/hotel/fr/lutetia-paris12.en-gb.html,Pets are allowed on request. Charges may be applicable.,153
80,Paris,voco Paris Montparnasse,8.8,https://www.booking.com/hotel/fr/hotelelyseesceramic.en-gb.html,Pets are not allowed.,93
81,Paris,Hotel Eiffel Blomet,8.8,https://www.booking.com/hotel/fr/four-seasons-george-v-paris.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",149
82,Paris,Abaca Messidor by Happyculture,8.1,https://www.booking.com/hotel/fr/hoteldecastiglione.en-gb.html,Pets are allowed. Charges may be applicable.,75
83,Paris,WIT Hotel,7.4,https://www.booking.com/hotel/fr/alfred-sommier.en-gb.html,"Free!
Pets are allowed. No extra charges.",83
84,Paris,Le Temple De Jeanne,8.8,https://www.booking.com/hotel/fr/apartments-du-louvre.en-gb.html,Pets are not allowed.,186
85,Paris,1K Paris,8.4,https://www.booking.com/hotel/fr/sthonore.en-gb.html,Pets are not allowed.,215
86,Paris,Les Matins de Paris & Spa,8.8,https://www.booking.com/hotel/fr/ascott-arc-de-triomphe-paris.en-gb.html,Pets are allowed. Charges may be applicable.,148
87,Paris,Ibis Styles Paris Place d'Italie - Butte Aux Cailles,8.6,https://www.booking.com/hotel/fr/citadines-aparthotel-saint-germain-des-pres.en-gb.html,Pets are allowed. Charges may be applicable.,113
88,Paris,Hotel La Lanterne,8.9,https://www.booking.com/hotel/fr/residence-charles-floquet.en-gb.html,Pets are not allowed.,265
89,Paris,Hotel Alhambra,8.3,https://www.booking.com/hotel/fr/le-damantin-amp-spa.en-gb.html,Pets are allowed on request. Charges may be applicable.,83
90,Paris,Hôtel & Spa de Latour Maubourg,8.9,https://www.booking.com/hotel/fr/opera-diamond.en-gb.html,Pets are allowed on request. Charges may be applicable.,167
91,Paris,Hotel Touraine Opera,8.1,https://www.booking.com/hotel/fr/maison-albar-paris-celine.en-gb.html,Pets are allowed. Charges may be applicable.,101
92,Paris,Hotel OHM by Happyculture,7.9,https://www.booking.com/hotel/fr/du-louvre.en-gb.html,Pets are not allowed.,89
93,Paris,Grand Powers Hotel,9.3,https://www.booking.com/hotel/fr/les-jardins-du-faubourg.en-gb.html,Pets are allowed on request. Charges may be applicable.,483
94,Paris,Hôtel Chaplain Paris Rive Gauche,8.4,https://www.booking.com/hotel/fr/gtcayre.en-gb.html,Pets are allowed. Charges may be applicable.,124
95,Paris,Hôtel Le Walt,8.9,https://www.booking.com/hotel/fr/ha-tel-plaza-atha-c-na-c-e-paris.en-gb.html,Pets are allowed on request. Charges may be applicable.,147
96,Paris,Hôtel Le Cardinal,8.4,https://www.booking.com/hotel/fr/hotelparismontparn.en-gb.html,Pets are allowed. Charges may be applicable.,131
97,Paris,Hotel The Peninsula Paris,9.4,https://www.booking.com/hotel/fr/corona.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",1
98,Paris,Nolinski Paris,9.2,https://www.booking.com/hotel/fr/hotelterminuslyon.en-gb.html,Pets are not allowed.,458
99,Paris,Le Roch Hotel & Spa,9.0,https://www.booking.com/hotel/fr/terminus-vaugirard.en-gb.html,Pets are not allowed.,411
100,Paris,La Clef Champs-Élysées Paris by The Crest Collection,9.0,https://www.booking.com/hotel/fr/tour-eiffel.en-gb.html,Pets are allowed on request. Charges may be applicable.,383
101,Paris,Hotel de L'Universite,8.7,https://www.booking.com/hotel/fr/hyatt-regency-paris-etoile.en-gb.html,Pets are allowed on request. Charges may be applicable.,119
102,Paris,Hotel Elysée Secret,8.0,https://www.booking.com/hotel/fr/elyseesunion.en-gb.html,Pets are not allowed.,125
103,Paris,Le Tsuba Hotel,9.1,https://www.booking.com/hotel/fr/citizenm-paris-gare-de-lyon.en-gb.html,Pets are not allowed.,226
104,Paris,Odalys City Paris XVII,8.0,https://www.booking.com/hotel/fr/lutetia-paris12.en-gb.html,Pets are allowed on request. Charges may be applicable.,115
105,Paris,Lord Byron,8.8,https://www.booking.com/hotel/fr/hotelelyseesceramic.en-gb.html,Pets are not allowed.,226
106,Paris,Hotel Ekta Champs Elysées,9.0,https://www.booking.com/hotel/fr/four-seasons-george-v-paris.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",193
107,Paris,Le Rayz,8.9,https://www.booking.com/hotel/fr/hoteldecastiglione.en-gb.html,Pets are allowed. Charges may be applicable.,270
108,Paris,Molitor Paris - MGallery,8.6,https://www.booking.com/hotel/fr/alfred-sommier.en-gb.html,"Free!
Pets are allowed. No extra charges.",278
109,Paris,Hôtel Paris La Fayette,7.6,https://www.booking.com/hotel/fr/apartments-du-louvre.en-gb.html,Pets are not allowed.,114
110,Paris,Le Pradey,8.8,https://www.booking.com/hotel/fr/sthonore.en-gb.html,Pets are not allowed.,258
111,Paris,Hôtel Napoleon Paris,8.7,https://www.booking.com/hotel/fr/ascott-arc-de-triomphe-paris.en-gb.html,Pets are allowed. Charges may be applicable.,338
112,Paris,Novotel Paris Centre Tour Eiffel,7.5,https://www.booking.com/hotel/fr/citadines-aparthotel-saint-germain-des-pres.en-gb.html,Pets are allowed. Charges may be applicable.,165
113,Paris,Sofitel Paris Le Faubourg,8.5,https://www.booking.com/hotel/fr/residence-charles-floquet.en-gb.html,Pets are not allowed.,431
114,Paris,Vendôme Opera Hotel,8.7,https://www.booking.com/hotel/fr/le-damantin-amp-spa.en-gb.html,Pets are allowed on request. Charges may be applicable.,155
115,Paris,Hôtel Mayet,7.8,https://www.booking.com/hotel/fr/opera-diamond.en-gb.html,Pets are allowed on request. Charges may be applicable.,104
116,Paris,La Clef Louvre Paris by The Crest Collection,8.8,https://www.booking.com/hotel/fr/maison-albar-paris-celine.en-gb.html,Pets are allowed. Charges may be applicable.,413
117,Paris,Hipotel Paris Père-Lachaise République,6.1,https://www.booking.com/hotel/fr/du-louvre.en-gb.html,Pets are not allowed.,78
118,Paris,Residence Henri IV,9.0,https://www.booking.com/hotel/fr/les-jardins-du-faubourg.en-gb.html,Pets are allowed on request. Charges may be applicable.,180
119,Paris,Lyric Hotel Paris Opera,9.1,https://www.booking.com/hotel/fr/gtcayre.en-gb.html,Pets are allowed. Charges may be applicable.,170
120,Paris,Maison Souquet,9.3,https://www.booking.com/hotel/fr/ha-tel-plaza-atha-c-na-c-e-paris.en-gb.html,Pets are allowed on request. Charges may be applicable.,383
121,Paris,Le Burgundy Paris,9.1,https://www.booking.com/hotel/fr/hotelparismontparn.en-gb.html,Pets are allowed. Charges may be applicable.,424
122,Paris,Hotel Opéra Opal,8.6,https://www.booking.com/hotel/fr/corona.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",131
123,Paris,Fraser Suites Le Claridge Champs-Elysées,8.1,https://www.booking.com/hotel/fr/hotelterminuslyon.en-gb.html,Pets are not allowed.,348
124,Paris,Hotel Celtic,6.7,https://www.booking.com/hotel/fr/terminus-vaugirard.en-gb.html,Pets are not allowed.,82
125,Paris,Hotel du Mont Blanc,7.3,https://www.booking.com/hotel/fr/tour-eiffel.en-gb.html,Pets are allowed on request. Charges may be applicable.,122
126,Paris,InterContinental Paris Le Grand,8.6,https://www.booking.com/hotel/fr/hyatt-regency-paris-etoile.en-gb.html,Pets are allowed on request. Charges may be applicable.,302
127,Paris,ibis Budget Paris La Villette 19ème,7.4,https://www.booking.com/hotel/fr/elyseesunion.en-gb.html,Pets are not allowed.,78
128,Paris,Royal Garden Champs Elysées,8.0,https://www.booking.com/hotel/fr/citizenm-paris-gare-de-lyon.en-gb.html,Pets are not allowed.,184
129,Paris,Courtyard by Marriott Paris Gare de Lyon,8.4,https://www.booking.com/hotel/fr/lutetia-paris12.en-gb.html,Pets are allowed on request. Charges may be applicable.,176
130,Paris,Hotel Excelsior Latin,8.1,https://www.booking.com/hotel/fr/hotelelyseesceramic.en-gb.html,Pets are not allowed.,80
131,Paris,Hôtel Eiffel Turenne,8.8,https://www.booking.com/hotel/fr/four-seasons-george-v-paris.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",169
132,Paris,Maison Nabis by HappyCulture,8.3,https://www.booking.com/hotel/fr/hoteldecastiglione.en-gb.html,Pets are allowed. Charges may be applicable.,131
133,Paris,Hôtel Parisianer,9.0,https://www.booking.com/hotel/fr/alfred-sommier.en-gb.html,"Free!
Pets are allowed. No extra charges.",307
134,Paris,Paris Bastille,8.4,https://www.booking.com/hotel/fr/apartments-du-louvre.en-gb.html,Pets are not allowed.,153
135,Paris,Kyriad Hotel XIII Italie Gobelins,8.2,https://www.booking.com/hotel/fr/sthonore.en-gb.html,Pets are not allowed.,125
136,Paris,Le Relais du Marais,8.2,https://www.booking.com/hotel/fr/ascott-arc-de-triomphe-paris.en-gb.html,Pets are allowed. Charges may be applicable.,188
137,Paris,"Prince de Galles, a Luxury Collection hotel, Paris",8.6,https://www.booking.com/hotel/fr/citadines-aparthotel-saint-germain-des-pres.en-gb.html,Pets are allowed. Charges may be applicable.,688
